ExpenseID,Date,Category,Description,Amount,PaymentMethod,MonthlyIncome
961,2024-06-02,Shopping,Shopping expense,47.71,Debit Card,45000
278,2024-06-03,Shopping,Shopping expense,32.8,Cash,45000
178,2024-06-04,Food & Dining,Food & Dining expense,44.13,Debit Card,45000
957,2024-06-04,Shopping,Shopping expense,44.11,Cash,45000
631,2024-06-05,Healthcare,Healthcare expense,12.77,UPI,45000
155,2024-06-05,Education,Education expense,59.4,Credit Card,45000
293,2024-06-05,Utilities,Utilities expense,17.82,Net Banking,45000
874,2024-06-06,Education,Education expense,44.04,Debit Card,45000
797,2024-06-06,Personal Care,Personal Care expense,17.4,Credit Card,45000
704,2024-06-06,Personal Care,Personal Care expense,13.98,UPI,45000
553,2024-06-07,Transportation,Transportation expense,26.67,Net Banking,45000
558,2024-06-07,Education,Education expense,48.51,Credit Card,45000
515,2024-06-07,Utilities,Utilities expense,17.85,Debit Card,45000
570,2024-06-07,Entertainment,Entertainment expense,22.89,UPI,45000
618,2024-06-07,Education,Education expense,65.89,Net Banking,45000
665,2024-06-07,Transportation,Transportation expense,19.15,UPI,45000
487,2024-06-08,Education,Education expense,45.3,Debit Card,45000
463,2024-06-09,Utilities,Utilities expense,17.6,Debit Card,45000
693,2024-06-09,Shopping,Shopping expense,27.03,Debit Card,45000
646,2024-06-09,Utilities,Utilities expense,18.45,Debit Card,45000
507,2024-06-09,Transportation,Transportation expense,19.63,Net Banking,45000
327,2024-06-10,Transportation,Transportation expense,26.63,Debit Card,45000
272,2024-06-10,Entertainment,Entertainment expense,16.38,Cash,45000
120,2024-06-10,Personal Care,Personal Care expense,19.38,Cash,45000
116,2024-06-10,Savings & Investment,Savings & Investment expense,91.03,Debit Card,45000
919,2024-06-10,Shopping,Shopping expense,34.64,Cash,45000
668,2024-06-11,Shopping,Shopping expense,58.05,Cash,45000
755,2024-06-11,Personal Care,Personal Care expense,15.13,UPI,45000
357,2024-06-11,Food & Dining,Food & Dining expense,32.35,UPI,45000
936,2024-06-11,Utilities,Utilities expense,18.0,Debit Card,45000
367,2024-06-11,Utilities,Utilities expense,19.45,UPI,45000
853,2024-06-12,Savings & Investment,Savings & Investment expense,72.25,UPI,45000
696,2024-06-12,Transportation,Transportation expense,20.76,Credit Card,45000
205,2024-06-12,Education,Education expense,34.33,Net Banking,45000
586,2024-06-12,Food & Dining,Food & Dining expense,34.49,Cash,45000
872,2024-06-13,Savings & Investment,Savings & Investment expense,69.03,Debit Card,45000
536,2024-06-13,Entertainment,Entertainment expense,25.28,Net Banking,45000
772,2024-06-13,Healthcare,Healthcare expense,22.94,Debit Card,45000
313,2024-06-14,Utilities,Utilities expense,20.65,Net Banking,45000
256,2024-06-15,Personal Care,Personal Care expense,16.29,Credit Card,45000
965,2024-06-15,Entertainment,Entertainment expense,24.46,UPI,45000
928,2024-06-16,Utilities,Utilities expense,19.75,Cash,45000
399,2024-06-16,Healthcare,Healthcare expense,26.97,UPI,45000
413,2024-06-16,Savings & Investment,Savings & Investment expense,54.32,Net Banking,45000
157,2024-06-17,Utilities,Utilities expense,22.73,Debit Card,45000
366,2024-06-17,Transportation,Transportation expense,20.4,Net Banking,45000
547,2024-06-17,Transportation,Transportation expense,24.31,Cash,45000
959,2024-06-17,Utilities,Utilities expense,20.14,UPI,45000
469,2024-06-17,Savings & Investment,Savings & Investment expense,74.39,Cash,45000
882,2024-06-17,Entertainment,Entertainment expense,21.81,Credit Card,45000
435,2024-06-17,Entertainment,Entertainment expense,34.01,Credit Card,45000
733,2024-06-18,Education,Education expense,61.12,Cash,45000
81,2024-06-18,Food & Dining,Food & Dining expense,30.74,Cash,45000
269,2024-06-18,Savings & Investment,Savings & Investment expense,76.2,Debit Card,45000
209,2024-06-18,Utilities,Utilities expense,20.03,Net Banking,45000
958,2024-06-19,Utilities,Utilities expense,19.91,Net Banking,45000
516,2024-06-19,Entertainment,Entertainment expense,29.53,Credit Card,45000
137,2024-06-19,Food & Dining,Food & Dining expense,26.23,Credit Card,45000
322,2024-06-19,Utilities,Utilities expense,20.19,Debit Card,45000
550,2024-06-19,Shopping,Shopping expense,32.75,Cash,45000
868,2024-06-19,Entertainment,Entertainment expense,27.01,Debit Card,45000
779,2024-06-20,Transportation,Transportation expense,21.7,Debit Card,45000
226,2024-06-21,Education,Education expense,71.33,UPI,45000
255,2024-06-21,Utilities,Utilities expense,15.96,Cash,45000
24,2024-06-21,Entertainment,Entertainment expense,16.45,Cash,45000
77,2024-06-22,Transportation,Transportation expense,22.35,Cash,45000
486,2024-06-23,Personal Care,Personal Care expense,13.94,Credit Card,45000
692,2024-06-23,Entertainment,Entertainment expense,31.96,Net Banking,45000
258,2024-06-23,Healthcare,Healthcare expense,21.63,Debit Card,45000
559,2024-06-23,Entertainment,Entertainment expense,27.37,UPI,45000
284,2024-06-23,Personal Care,Personal Care expense,14.41,Credit Card,45000
348,2024-06-23,Utilities,Utilities expense,16.19,Net Banking,45000
133,2024-06-24,Entertainment,Entertainment expense,18.63,Credit Card,45000
998,2024-06-24,Food & Dining,Food & Dining expense,37.63,Cash,45000
992,2024-06-24,Healthcare,Healthcare expense,10.38,UPI,45000
163,2024-06-25,Utilities,Utilities expense,21.32,Debit Card,45000
384,2024-06-25,Personal Care,Personal Care expense,16.19,Net Banking,45000
268,2024-06-25,Savings & Investment,Savings & Investment expense,56.4,UPI,45000
26,2024-06-25,Education,Education expense,56.66,Net Banking,45000
675,2024-06-26,Entertainment,Entertainment expense,16.55,Net Banking,45000
124,2024-06-27,Shopping,Shopping expense,23.18,Cash,45000
551,2024-06-28,Shopping,Shopping expense,41.04,Debit Card,45000
519,2024-06-28,Education,Education expense,56.49,Credit Card,45000
481,2024-06-28,Education,Education expense,53.08,Cash,45000
472,2024-06-29,Healthcare,Healthcare expense,12.72,Cash,45000
470,2024-06-30,Utilities,Utilities expense,17.85,UPI,45000
147,2024-06-30,Transportation,Transportation expense,17.05,Net Banking,45000
904,2024-06-30,Healthcare,Healthcare expense,39.51,Debit Card,45000
609,2024-07-01,Food & Dining,Food & Dining expense,18.27,Cash,45000
7,2024-07-01,Rent,Monthly Rent,8315.84,Net Banking,45000
621,2024-07-01,Healthcare,Healthcare expense,20.89,Cash,45000
930,2024-07-01,Entertainment,Entertainment expense,24.61,Net Banking,45000
604,2024-07-03,Savings & Investment,Savings & Investment expense,112.11,Cash,45000
715,2024-07-04,Entertainment,Entertainment expense,24.77,Net Banking,45000
557,2024-07-04,Savings & Investment,Savings & Investment expense,75.25,Cash,45000
49,2024-07-04,Utilities,Utilities expense,19.69,Credit Card,45000
426,2024-07-04,Entertainment,Entertainment expense,33.21,Cash,45000
66,2024-07-04,Transportation,Transportation expense,27.42,Debit Card,45000
567,2024-07-05,Utilities,Utilities expense,14.92,Credit Card,45000
543,2024-07-05,Shopping,Shopping expense,46.36,Debit Card,45000
721,2024-07-06,Savings & Investment,Savings & Investment expense,91.16,Credit Card,45000
712,2024-07-06,Healthcare,Healthcare expense,27.13,UPI,45000
401,2024-07-06,Savings & Investment,Savings & Investment expense,53.11,Net Banking,45000
571,2024-07-07,Entertainment,Entertainment expense,25.11,Net Banking,45000
800,2024-07-07,Healthcare,Healthcare expense,28.27,Net Banking,45000
409,2024-07-07,Personal Care,Personal Care expense,17.8,Debit Card,45000
863,2024-07-08,Personal Care,Personal Care expense,21.37,Cash,45000
125,2024-07-08,Entertainment,Entertainment expense,28.52,Debit Card,45000
643,2024-07-08,Personal Care,Personal Care expense,16.85,Debit Card,45000
35,2024-07-08,Shopping,Shopping expense,49.87,Debit Card,45000
576,2024-07-09,Personal Care,Personal Care expense,11.97,Net Banking,45000
720,2024-07-10,Utilities,Utilities expense,18.89,Debit Card,45000
608,2024-07-10,Utilities,Utilities expense,16.51,Debit Card,45000
63,2024-07-10,Shopping,Shopping expense,26.72,Credit Card,45000
825,2024-07-10,Utilities,Utilities expense,18.11,UPI,45000
585,2024-07-10,Transportation,Transportation expense,22.73,Credit Card,45000
894,2024-07-10,Personal Care,Personal Care expense,20.42,Cash,45000
748,2024-07-11,Savings & Investment,Savings & Investment expense,69.89,Debit Card,45000
485,2024-07-11,Entertainment,Entertainment expense,20.46,UPI,45000
865,2024-07-12,Healthcare,Healthcare expense,22.48,Net Banking,45000
910,2024-07-12,Utilities,Utilities expense,23.33,Net Banking,45000
826,2024-07-12,Personal Care,Personal Care expense,21.13,UPI,45000
974,2024-07-12,Utilities,Utilities expense,17.69,Cash,45000
758,2024-07-13,Savings & Investment,Savings & Investment expense,88.7,UPI,45000
25,2024-07-13,Transportation,Transportation expense,19.82,Cash,45000
39,2024-07-13,Personal Care,Personal Care expense,14.18,Debit Card,45000
33,2024-07-13,Transportation,Transportation expense,21.95,Debit Card,45000
54,2024-07-14,Utilities,Utilities expense,20.22,Net Banking,45000
641,2024-07-15,Education,Education expense,49.96,Net Banking,45000
924,2024-07-15,Education,Education expense,44.5,Credit Card,45000
207,2024-07-15,Entertainment,Entertainment expense,28.09,Credit Card,45000
792,2024-07-15,Healthcare,Healthcare expense,29.87,Credit Card,45000
534,2024-07-15,Savings & Investment,Savings & Investment expense,60.78,UPI,45000
387,2024-07-15,Entertainment,Entertainment expense,27.05,UPI,45000
624,2024-07-16,Personal Care,Personal Care expense,20.86,Debit Card,45000
945,2024-07-16,Education,Education expense,82.7,Cash,45000
358,2024-07-16,Utilities,Utilities expense,18.42,Credit Card,45000
165,2024-07-16,Transportation,Transportation expense,25.85,Net Banking,45000
544,2024-07-17,Healthcare,Healthcare expense,40.97,UPI,45000
218,2024-07-18,Food & Dining,Food & Dining expense,30.61,Debit Card,45000
214,2024-07-18,Healthcare,Healthcare expense,33.86,UPI,45000
101,2024-07-18,Food & Dining,Food & Dining expense,21.18,Debit Card,45000
221,2024-07-20,Food & Dining,Food & Dining expense,51.02,Net Banking,45000
966,2024-07-20,Healthcare,Healthcare expense,40.96,Debit Card,45000
407,2024-07-21,Transportation,Transportation expense,17.73,Cash,45000
583,2024-07-21,Food & Dining,Food & Dining expense,37.56,Net Banking,45000
776,2024-07-22,Food & Dining,Food & Dining expense,19.94,UPI,45000
871,2024-07-22,Entertainment,Entertainment expense,23.94,Credit Card,45000
963,2024-07-22,Shopping,Shopping expense,42.36,Debit Card,45000
505,2024-07-22,Transportation,Transportation expense,19.4,Cash,45000
428,2024-07-22,Food & Dining,Food & Dining expense,37.99,Debit Card,45000
190,2024-07-23,Personal Care,Personal Care expense,13.71,Credit Card,45000
694,2024-07-23,Education,Education expense,64.24,Credit Card,45000
74,2024-07-23,Healthcare,Healthcare expense,42.08,Debit Card,45000
159,2024-07-23,Savings & Investment,Savings & Investment expense,61.17,Net Banking,45000
789,2024-07-24,Transportation,Transportation expense,21.72,Cash,45000
42,2024-07-24,Education,Education expense,57.57,Debit Card,45000
173,2024-07-25,Education,Education expense,53.84,Debit Card,45000
90,2024-07-25,Food & Dining,Food & Dining expense,36.61,Debit Card,45000
177,2024-07-26,Healthcare,Healthcare expense,28.12,Net Banking,45000
261,2024-07-27,Entertainment,Entertainment expense,19.44,UPI,45000
98,2024-07-27,Shopping,Shopping expense,43.13,UPI,45000
339,2024-07-27,Savings & Investment,Savings & Investment expense,93.26,Cash,45000
942,2024-07-27,Savings & Investment,Savings & Investment expense,102.45,Cash,45000
770,2024-07-27,Shopping,Shopping expense,61.75,UPI,45000
299,2024-07-28,Food & Dining,Food & Dining expense,39.0,UPI,45000
363,2024-07-28,Shopping,Shopping expense,38.69,Credit Card,45000
897,2024-07-29,Savings & Investment,Savings & Investment expense,81.66,Cash,45000
151,2024-07-29,Education,Education expense,58.76,Credit Card,45000
891,2024-07-30,Food & Dining,Food & Dining expense,39.06,Credit Card,45000
878,2024-07-30,Education,Education expense,58.36,Cash,45000
946,2024-07-30,Healthcare,Healthcare expense,18.37,UPI,45000
330,2024-07-30,Personal Care,Personal Care expense,19.07,Cash,45000
848,2024-07-30,Entertainment,Entertainment expense,39.73,Debit Card,45000
492,2024-07-31,Personal Care,Personal Care expense,21.2,Debit Card,45000
210,2024-07-31,Personal Care,Personal Care expense,27.13,Cash,45000
816,2024-07-31,Savings & Investment,Savings & Investment expense,55.29,UPI,45000
990,2024-07-31,Healthcare,Healthcare expense,28.24,Cash,45000
343,2024-07-31,Healthcare,Healthcare expense,30.2,UPI,45000
422,2024-07-31,Shopping,Shopping expense,61.06,Cash,45000
803,2024-07-31,Education,Education expense,56.44,Net Banking,45000
8,2024-08-01,Rent,Monthly Rent,8153.49,Net Banking,45000
859,2024-08-01,Utilities,Utilities expense,17.9,Net Banking,45000
775,2024-08-01,Shopping,Shopping expense,47.46,Credit Card,45000
20,2024-08-02,Savings & Investment,Savings & Investment expense,56.75,Credit Card,45000
742,2024-08-02,Education,Education expense,35.81,Credit Card,45000
421,2024-08-02,Savings & Investment,Savings & Investment expense,126.21,Net Banking,45000
227,2024-08-03,Healthcare,Healthcare expense,28.58,Debit Card,45000
211,2024-08-03,Entertainment,Entertainment expense,28.43,UPI,45000
593,2024-08-04,Savings & Investment,Savings & Investment expense,94.58,Cash,45000
93,2024-08-04,Shopping,Shopping expense,31.58,Credit Card,45000
88,2024-08-04,Education,Education expense,59.93,UPI,45000
304,2024-08-05,Entertainment,Entertainment expense,28.66,Cash,45000
192,2024-08-05,Transportation,Transportation expense,25.43,Credit Card,45000
627,2024-08-05,Transportation,Transportation expense,18.04,Cash,45000
477,2024-08-07,Entertainment,Entertainment expense,28.46,Net Banking,45000
375,2024-08-08,Education,Education expense,87.3,Credit Card,45000
711,2024-08-08,Transportation,Transportation expense,22.84,Credit Card,45000
169,2024-08-08,Education,Education expense,51.32,Cash,45000
960,2024-08-08,Education,Education expense,61.72,Net Banking,45000
494,2024-08-08,Education,Education expense,42.08,Cash,45000
179,2024-08-08,Entertainment,Entertainment expense,23.41,Net Banking,45000
982,2024-08-08,Education,Education expense,61.38,Cash,45000
931,2024-08-09,Utilities,Utilities expense,17.89,Credit Card,45000
466,2024-08-09,Transportation,Transportation expense,21.12,Cash,45000
248,2024-08-10,Shopping,Shopping expense,32.16,Credit Card,45000
623,2024-08-11,Education,Education expense,83.23,UPI,45000
217,2024-08-11,Healthcare,Healthcare expense,21.04,UPI,45000
308,2024-08-12,Healthcare,Healthcare expense,22.68,Cash,45000
566,2024-08-12,Shopping,Shopping expense,35.1,Cash,45000
126,2024-08-12,Shopping,Shopping expense,66.29,Net Banking,45000
527,2024-08-13,Shopping,Shopping expense,20.47,Cash,45000
203,2024-08-13,Healthcare,Healthcare expense,37.75,Cash,45000
361,2024-08-13,Transportation,Transportation expense,24.08,Cash,45000
397,2024-08-13,Healthcare,Healthcare expense,12.58,Cash,45000
761,2024-08-14,Education,Education expense,46.37,Debit Card,45000
812,2024-08-14,Savings & Investment,Savings & Investment expense,76.21,Cash,45000
95,2024-08-14,Transportation,Transportation expense,20.43,Net Banking,45000
292,2024-08-14,Personal Care,Personal Care expense,16.27,Debit Card,45000
528,2024-08-14,Personal Care,Personal Care expense,17.62,Debit Card,45000
425,2024-08-15,Entertainment,Entertainment expense,28.87,UPI,45000
938,2024-08-15,Healthcare,Healthcare expense,34.38,Debit Card,45000
633,2024-08-16,Education,Education expense,52.63,Cash,45000
986,2024-08-16,Entertainment,Entertainment expense,18.05,Debit Card,45000
444,2024-08-17,Personal Care,Personal Care expense,17.28,Debit Card,45000
263,2024-08-17,Personal Care,Personal Care expense,10.6,Cash,45000
929,2024-08-18,Healthcare,Healthcare expense,42.09,UPI,45000
717,2024-08-18,Savings & Investment,Savings & Investment expense,87.28,Net Banking,45000
253,2024-08-18,Healthcare,Healthcare expense,47.1,Credit Card,45000
538,2024-08-18,Food & Dining,Food & Dining expense,29.42,Cash,45000
420,2024-08-20,Utilities,Utilities expense,19.14,Debit Card,45000
461,2024-08-20,Education,Education expense,84.47,UPI,45000
59,2024-08-20,Shopping,Shopping expense,43.98,Cash,45000
689,2024-08-20,Healthcare,Healthcare expense,34.4,Cash,45000
457,2024-08-20,Healthcare,Healthcare expense,27.04,Net Banking,45000
815,2024-08-20,Food & Dining,Food & Dining expense,40.75,Credit Card,45000
188,2024-08-21,Transportation,Transportation expense,21.71,UPI,45000
386,2024-08-21,Healthcare,Healthcare expense,29.35,Debit Card,45000
354,2024-08-21,Utilities,Utilities expense,18.68,Debit Card,45000
362,2024-08-21,Savings & Investment,Savings & Investment expense,115.65,Cash,45000
121,2024-08-22,Food & Dining,Food & Dining expense,38.83,Net Banking,45000
706,2024-08-22,Savings & Investment,Savings & Investment expense,97.12,Credit Card,45000
956,2024-08-22,Entertainment,Entertainment expense,31.7,Cash,45000
448,2024-08-22,Healthcare,Healthcare expense,19.54,Cash,45000
784,2024-08-22,Shopping,Shopping expense,47.33,Debit Card,45000
381,2024-08-23,Healthcare,Healthcare expense,20.44,Debit Card,45000
906,2024-08-23,Utilities,Utilities expense,19.09,Net Banking,45000
749,2024-08-23,Shopping,Shopping expense,32.66,Net Banking,45000
969,2024-08-24,Food & Dining,Food & Dining expense,32.18,Credit Card,45000
572,2024-08-24,Personal Care,Personal Care expense,21.69,Debit Card,45000
94,2024-08-24,Healthcare,Healthcare expense,25.05,Credit Card,45000
531,2024-08-24,Healthcare,Healthcare expense,33.75,UPI,45000
223,2024-08-24,Shopping,Shopping expense,48.24,Credit Card,45000
196,2024-08-25,Shopping,Shopping expense,44.62,Net Banking,45000
832,2024-08-25,Healthcare,Healthcare expense,19.73,Net Banking,45000
987,2024-08-25,Utilities,Utilities expense,22.01,Net Banking,45000
873,2024-08-26,Utilities,Utilities expense,16.24,Net Banking,45000
382,2024-08-26,Food & Dining,Food & Dining expense,27.7,Debit Card,45000
180,2024-08-26,Education,Education expense,95.8,UPI,45000
235,2024-08-26,Entertainment,Entertainment expense,37.86,Debit Card,45000
669,2024-08-26,Personal Care,Personal Care expense,10.87,Net Banking,45000
663,2024-08-27,Education,Education expense,54.51,Net Banking,45000
782,2024-08-27,Savings & Investment,Savings & Investment expense,58.29,Debit Card,45000
607,2024-08-28,Utilities,Utilities expense,17.45,Cash,45000
228,2024-08-28,Transportation,Transportation expense,17.69,Cash,45000
321,2024-08-28,Transportation,Transportation expense,22.39,Debit Card,45000
283,2024-08-28,Healthcare,Healthcare expense,42.27,UPI,45000
364,2024-08-28,Transportation,Transportation expense,23.61,Debit Card,45000
768,2024-08-29,Education,Education expense,81.56,Cash,45000
182,2024-08-30,Savings & Investment,Savings & Investment expense,67.86,Credit Card,45000
725,2024-08-30,Education,Education expense,57.56,Net Banking,45000
267,2024-08-30,Education,Education expense,79.49,Net Banking,45000
187,2024-08-31,Entertainment,Entertainment expense,27.84,Net Banking,45000
732,2024-08-31,Healthcare,Healthcare expense,19.19,Cash,45000
200,2024-08-31,Shopping,Shopping expense,26.28,UPI,45000
994,2024-08-31,Education,Education expense,44.77,Cash,45000
9,2024-09-01,Rent,Monthly Rent,7906.11,Net Banking,45000
449,2024-09-02,Food & Dining,Food & Dining expense,28.39,UPI,45000
870,2024-09-02,Transportation,Transportation expense,30.04,Credit Card,45000
962,2024-09-02,Entertainment,Entertainment expense,32.97,Debit Card,45000
403,2024-09-03,Healthcare,Healthcare expense,28.05,Debit Card,45000
352,2024-09-04,Savings & Investment,Savings & Investment expense,114.51,Debit Card,45000
953,2024-09-04,Healthcare,Healthcare expense,16.74,Cash,45000
691,2024-09-04,Utilities,Utilities expense,18.28,UPI,45000
250,2024-09-04,Savings & Investment,Savings & Investment expense,93.1,UPI,45000
989,2024-09-04,Food & Dining,Food & Dining expense,30.73,Cash,45000
202,2024-09-05,Savings & Investment,Savings & Investment expense,96.22,Credit Card,45000
491,2024-09-05,Utilities,Utilities expense,18.98,Net Banking,45000
216,2024-09-06,Entertainment,Entertainment expense,29.55,Credit Card,45000
885,2024-09-07,Healthcare,Healthcare expense,34.14,UPI,45000
65,2024-09-07,Education,Education expense,67.19,Cash,45000
781,2024-09-09,Savings & Investment,Savings & Investment expense,88.55,Credit Card,45000
661,2024-09-09,Entertainment,Entertainment expense,21.56,Cash,45000
311,2024-09-09,Savings & Investment,Savings & Investment expense,80.65,UPI,45000
851,2024-09-10,Savings & Investment,Savings & Investment expense,72.54,Cash,45000
625,2024-09-11,Shopping,Shopping expense,59.12,UPI,45000
379,2024-09-11,Entertainment,Entertainment expense,38.14,Net Banking,45000
648,2024-09-12,Shopping,Shopping expense,39.35,Net Banking,45000
925,2024-09-13,Transportation,Transportation expense,26.78,Debit Card,45000
744,2024-09-13,Utilities,Utilities expense,19.05,Net Banking,45000
537,2024-09-13,Personal Care,Personal Care expense,15.35,Credit Card,45000
723,2024-09-13,Utilities,Utilities expense,16.3,Cash,45000
60,2024-09-13,Healthcare,Healthcare expense,36.78,Credit Card,45000
108,2024-09-14,Personal Care,Personal Care expense,17.94,Net Banking,45000
573,2024-09-14,Utilities,Utilities expense,19.65,Net Banking,45000
446,2024-09-14,Personal Care,Personal Care expense,19.17,Credit Card,45000
134,2024-09-15,Healthcare,Healthcare expense,32.26,UPI,45000
123,2024-09-16,Entertainment,Entertainment expense,33.42,Debit Card,45000
562,2024-09-16,Transportation,Transportation expense,30.3,Net Banking,45000
530,2024-09-16,Education,Education expense,41.44,Cash,45000
659,2024-09-17,Education,Education expense,57.97,Credit Card,45000
730,2024-09-17,Savings & Investment,Savings & Investment expense,69.43,Net Banking,45000
50,2024-09-17,Shopping,Shopping expense,18.84,UPI,45000
518,2024-09-18,Savings & Investment,Savings & Investment expense,65.45,Credit Card,45000
517,2024-09-18,Transportation,Transportation expense,24.0,Cash,45000
984,2024-09-18,Entertainment,Entertainment expense,24.71,Net Banking,45000
814,2024-09-18,Transportation,Transportation expense,22.79,UPI,45000
637,2024-09-19,Education,Education expense,67.35,Credit Card,45000
493,2024-09-19,Entertainment,Entertainment expense,25.46,Cash,45000
875,2024-09-19,Education,Education expense,54.5,UPI,45000
695,2024-09-20,Education,Education expense,63.9,Net Banking,45000
703,2024-09-20,Personal Care,Personal Care expense,15.74,UPI,45000
788,2024-09-20,Utilities,Utilities expense,19.92,Debit Card,45000
75,2024-09-21,Personal Care,Personal Care expense,10.95,UPI,45000
331,2024-09-22,Entertainment,Entertainment expense,24.93,Debit Card,45000
626,2024-09-22,Education,Education expense,47.33,Debit Card,45000
993,2024-09-23,Entertainment,Entertainment expense,23.52,UPI,45000
291,2024-09-24,Entertainment,Entertainment expense,23.75,UPI,45000
514,2024-09-25,Utilities,Utilities expense,17.18,Cash,45000
542,2024-09-25,Personal Care,Personal Care expense,14.68,Net Banking,45000
889,2024-09-25,Food & Dining,Food & Dining expense,37.23,Cash,45000
496,2024-09-26,Personal Care,Personal Care expense,18.85,Debit Card,45000
666,2024-09-26,Personal Care,Personal Care expense,17.77,UPI,45000
806,2024-09-26,Transportation,Transportation expense,20.76,UPI,45000
55,2024-09-27,Personal Care,Personal Care expense,20.08,Debit Card,45000
830,2024-09-27,Utilities,Utilities expense,18.44,Credit Card,45000
914,2024-09-27,Transportation,Transportation expense,28.31,Cash,45000
645,2024-09-28,Shopping,Shopping expense,37.05,Debit Card,45000
898,2024-09-28,Food & Dining,Food & Dining expense,33.67,Debit Card,45000
64,2024-09-28,Savings & Investment,Savings & Investment expense,61.08,Cash,45000
376,2024-09-28,Entertainment,Entertainment expense,20.4,UPI,45000
503,2024-09-29,Utilities,Utilities expense,16.2,Credit Card,45000
243,2024-09-29,Education,Education expense,62.57,UPI,45000
69,2024-09-29,Transportation,Transportation expense,23.45,Credit Card,45000
833,2024-09-29,Utilities,Utilities expense,16.99,UPI,45000
774,2024-09-30,Entertainment,Entertainment expense,30.84,Cash,45000
976,2024-09-30,Utilities,Utilities expense,15.22,Net Banking,45000
92,2024-10-01,Entertainment,Entertainment expense,30.81,UPI,45000
10,2024-10-01,Rent,Monthly Rent,8108.51,Net Banking,45000
408,2024-10-01,Healthcare,Healthcare expense,26.72,Cash,45000
710,2024-10-01,Healthcare,Healthcare expense,43.27,Cash,45000
804,2024-10-02,Personal Care,Personal Care expense,16.34,Credit Card,45000
419,2024-10-02,Entertainment,Entertainment expense,32.08,Credit Card,45000
73,2024-10-03,Entertainment,Entertainment expense,24.79,Credit Card,45000
437,2024-10-03,Shopping,Shopping expense,59.54,Debit Card,45000
657,2024-10-04,Savings & Investment,Savings & Investment expense,85.28,Debit Card,45000
605,2024-10-05,Savings & Investment,Savings & Investment expense,93.27,Net Banking,45000
427,2024-10-05,Education,Education expense,40.53,Debit Card,45000
977,2024-10-05,Utilities,Utilities expense,18.1,Cash,45000
619,2024-10-05,Utilities,Utilities expense,19.96,UPI,45000
215,2024-10-06,Savings & Investment,Savings & Investment expense,78.69,Net Banking,45000
612,2024-10-06,Education,Education expense,54.17,Debit Card,45000
750,2024-10-06,Education,Education expense,33.9,Debit Card,45000
809,2024-10-07,Food & Dining,Food & Dining expense,42.55,Net Banking,45000
199,2024-10-07,Utilities,Utilities expense,19.12,UPI,45000
884,2024-10-08,Personal Care,Personal Care expense,20.11,Debit Card,45000
29,2024-10-09,Transportation,Transportation expense,19.6,Debit Card,45000
353,2024-10-09,Education,Education expense,67.86,Net Banking,45000
1000,2024-10-09,Shopping,Shopping expense,46.87,Credit Card,45000
338,2024-10-09,Healthcare,Healthcare expense,25.11,Cash,45000
662,2024-10-10,Education,Education expense,46.8,Net Banking,45000
606,2024-10-10,Savings & Investment,Savings & Investment expense,122.54,Cash,45000
880,2024-10-10,Healthcare,Healthcare expense,38.7,Net Banking,45000
131,2024-10-10,Transportation,Transportation expense,15.8,Credit Card,45000
259,2024-10-11,Healthcare,Healthcare expense,31.99,Cash,45000
475,2024-10-11,Education,Education expense,79.67,Debit Card,45000
290,2024-10-12,Transportation,Transportation expense,19.51,UPI,45000
941,2024-10-12,Personal Care,Personal Care expense,14.3,Net Banking,45000
406,2024-10-12,Utilities,Utilities expense,20.25,Debit Card,45000
947,2024-10-13,Transportation,Transportation expense,15.9,Credit Card,45000
817,2024-10-13,Food & Dining,Food & Dining expense,34.64,UPI,45000
504,2024-10-13,Savings & Investment,Savings & Investment expense,96.26,Debit Card,45000
756,2024-10-13,Education,Education expense,94.49,Debit Card,45000
19,2024-10-14,Food & Dining,Food & Dining expense,25.24,Credit Card,45000
649,2024-10-14,Utilities,Utilities expense,18.54,Cash,45000
47,2024-10-14,Entertainment,Entertainment expense,22.24,Net Banking,45000
918,2024-10-15,Savings & Investment,Savings & Investment expense,88.73,Cash,45000
808,2024-10-15,Transportation,Transportation expense,20.09,Cash,45000
922,2024-10-15,Shopping,Shopping expense,27.68,Credit Card,45000
967,2024-10-15,Transportation,Transportation expense,19.29,Credit Card,45000
682,2024-10-15,Education,Education expense,38.06,Cash,45000
981,2024-10-15,Food & Dining,Food & Dining expense,38.79,UPI,45000
524,2024-10-15,Personal Care,Personal Care expense,18.93,Net Banking,45000
242,2024-10-16,Transportation,Transportation expense,21.54,Cash,45000
786,2024-10-17,Healthcare,Healthcare expense,37.73,Credit Card,45000
883,2024-10-18,Utilities,Utilities expense,18.02,Credit Card,45000
714,2024-10-18,Food & Dining,Food & Dining expense,35.69,Net Banking,45000
254,2024-10-18,Personal Care,Personal Care expense,20.08,Net Banking,45000
84,2024-10-19,Shopping,Shopping expense,33.78,Net Banking,45000
508,2024-10-20,Utilities,Utilities expense,17.27,UPI,45000
810,2024-10-20,Entertainment,Entertainment expense,19.63,Net Banking,45000
740,2024-10-20,Food & Dining,Food & Dining expense,40.61,Cash,45000
212,2024-10-21,Food & Dining,Food & Dining expense,41.58,UPI,45000
239,2024-10-21,Healthcare,Healthcare expense,22.04,UPI,45000
667,2024-10-21,Utilities,Utilities expense,18.49,Cash,45000
389,2024-10-21,Education,Education expense,69.26,Debit Card,45000
845,2024-10-22,Education,Education expense,57.5,Net Banking,45000
